ลำดับ,หน่วยงาน,ชื่อหน่วยงาน,จังหวัด,ชื่อแหล่งท่องเที่ยว,latitude,longitude,เปิดตลอดปี,วันที่เริ่มปิด,วันที่สิ้นสุดการปิด,สาเหตุการปิด,หมายเหตุ,,,,,,,,,,,,,,
1270,อุทยานแห่งชาติ,ถ้ำผาไท,ลำปาง,น้ำตกแม่แก้,18.745969,99.816486,ใช่,-,-,,,,,,,,,,,,,,,,
1271,อุทยานแห่งชาติ,ถ้ำผาไท,ลำปาง,ถ้ำราชคฤห์,18.748904,99.800279,ใช่,-,-,,,,,,,,,,,,,,,,
1272,อุทยานแห่งชาติ,ถ้ำผาไท,ลำปาง,ภาพเขียนสีโบราณบ้านห้วยหก,18.720503,99.803825,ใช่,-,-,,,,,,,,,,,,,,,,
1273,อุทยานแห่งชาติ,ถ้ำผาไท,ลำปาง,หล่มภูเขียว,18.764497,99.874134,ใช่,-,-,,,,,,,,,,,,,,,,
1274,อุทยานแห่งชาติ,แม่วะ,ลำปาง,น้ำตกแม่วะ,17.444766,99.2296,ใช่,-,-,,,,,,,,,,,,,,,,
1275,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ถ้ำพระเจดีย์,17.468888,99.179778,ไม่ใช่,-,-,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,
1276,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ถ้ำช้าง,17.468925,99.179176,ไม่ใช่,-,-,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,
1277,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ถ้ำน้ำผ่าผางาม,17.468925,99.179176,ไม่ใช่,-,-,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,
1278,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ถ้ำน้ำบ่อแก้ว,17.468925,99.179176,ไม่ใช่,-,-,,ปิดไม่มีกำหนด,,,,,,,,,,,,,,
1279,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ดอยผาแดง แดนสองตะวัน,17.459288,99.233178,ไม่ใช่,20-ก.พ.,30-เม.ย.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1280,อุทยานแห่งชาติ,แม่วะ,ลำปาง,เส้นทางศึกษาธรรมชาติระบบนิเวศป่าแม่วะ,17.446625,99.224366,ไม่ใช่,20-ก.พ.,30-เม.ย.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1281,อุทยานแห่งชาติ,แม่วะ,ลำปาง,ลานกางเต็นท์น้ำตกแม่วะ,17.447827,99.224895,ใช่,-,-,,,,,,,,,,,,,,,,
1282,อุทยานแห่งชาติ,แม่วะ,ลำปาง,บ้านพัก 10 เตียงนอน,17.447463,99.22707,ใช่,,,,,,,,,,,,,,,,,,
1283,อุทยานแห่งชาติ,แม่วะ,ลำปาง,บ้้านพัก 201,17.447345,99.22723,ใช่,,,,,,,,,,,,,,,,,,
1284,อุทยานแห่งชาติ,แม่วะ,ลำปาง,บ้านพัก 202,17.447534,99.227644,ใช่,,,,,,,,,,,,,,,,,,
1285,อุทยานแห่งชาติ,ดอยจง,ลำปาง,อ่างเก็บน้ำแม่ยอง,17.916706,99.251278,ใช่,-,-,-,,,,,,,,,,,,,,,
1286,อุทยานแห่งชาติ,ดอยจง,ลำปาง,น้ำตกตาดปู่หล้า,17.898883,99.240686,ใช่,-,-,-,,,,,,,,,,,,,,,
1287,อุทยานแห่งชาติ,ดอยจง,ลำปาง,ยอดดอยจง,17.882619,99.210678,ไม่ใช่,1-ก.พ.,31-ก.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1288,อุทยานแห่งชาติ,เขลางค์บรรพต,ลำปาง,จุดชมทิวทัศน์,18.2891,99.5538,ไม่ใช่,1-มี.ค.,31-มี.ค.,ช่วงที่มีปัญหาหมอกควันไฟป่า อาจส่งผล,,,,,,,,,,,,,,,
1289,อุทยานแห่งชาติ,เขลางค์บรรพต,ลำปาง,ลานกางเต็นท์ม่อนพระยาแช่,18.2284,99.553,ไม่ใช่,1-เม.ย.,30-เม.ย.,กระทบต่อนักท่องเที่ยว,,,,,,,,,,,,,,,
1290,อุทยานแห่งชาติ,เขลางค์บรรพต,ลำปาง,เส้นทางศึกษาธรรมชาติหน้าผากช้าง-กิ่วสน-ดอยฝรั่ง,18.2841,99.5891,ไม่ใช่,1-มี.ค.,31-พ.ค.,,,,,,,,,,,,,,,,
1291,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,ต้นกระบากใหญ่,16.793555,98.920439,ไม่ใช่,1-มิ.ย.,31-ส.ค.,,,,,,,,,,,,,,,,
1292,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,น้ำตกปางอ้าน้อย,16.794803,98.922662,ไม่ใช่,1-มิ.ย.,31-ส.ค.,,,,,,,,,,,,,,,,
1293,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณจุดชมทิวทัศน์,16.780544,98.929684,ใช่,,,,,,,,,,,,,,,,,,
1294,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,บ้านโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณค่ายเยาวชน,16.781911,98.927838,ใช่,,,,,,,,,,,,,,,,,,
1295,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,ลานกางเต็นท์ตากสินมหาราช,16.780475,98.928801,ใช่,,,,,,,,,,,,,,,,,,
1296,อุทยานแห่งชาติ,ตากสินมหาราช,ตาก,ดอยมณฑา,16.857857,98.832086,ไม่ใช่,1-ก.พ.,31-ต.ค.,เพื่อฟื้นฟูทรัพยากร เพื่อความปลอดภัย เนื่องจากเป็นช่วงมรสุม,,,,,,,,,,,,,,,
1297,อุทยานแห่งชาติ,แม่เมย,ตาก,ถ้ำแม่อุสุ,17.304041,98.156024,ไม่ใช่,1-มิ.ย.,31-ต.ค.,ปิดเพื่อความปลอดภัยเนื่องจากเป็นช่วงฤดูฝนมีน้ำป่าไหลหลากผ่านเข้าภายในถ้ำ,,,,,,,,,,,,,,,
1298,อุทยานแห่งชาติ,แม่เมย,ตาก,น้ำตกแม่สลิดน้อย,17.486667,98.091111,ใช่,,,,,,,,,,,,,,,,,,
1299,อุทยานแห่งชาติ,แม่เมย,ตาก,ม่อนปุยหมอก,17.485,98.097778,ใช่,,,,,,,,,,,,,,,,,,
1300,อุทยานแห่งชาติ,แม่เมย,ตาก,น้ำตกชาวดอย,17.485,98.075278,ใช่,,,,,,,,,,,,,,,,,,
1301,อุทยานแห่งชาติ,แม่เมย,ตาก,ม่อนครูบาใส,17.503889,98.055833,ใช่,,,,,,,,,,,,,,,,,,
1302,อุทยานแห่งชาติ,แม่เมย,ตาก,ม่อนพูนสุดา,17.505833,98.055278,ใช่,,,,,,,,,,,,,,,,,,
1303,อุทยานแห่งชาติ,แม่เมย,ตาก,น้ำตกแม่ระเมิง,17.520833,98.0575,ใช่,,,,,,,,,,,,,,,,,,
1304,อุทยานแห่งชาติ,แม่เมย,ตาก,ม่อนกิ่วลม,17.535556,98.071944,ใช่,,,,,,,,,,,,,,,,,,
1305,อุทยานแห่งชาติ,แม่เมย,ตาก,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,17.479167,98.0775,ใช่,1-มี.ค.,30-พ.ค.,,,,,,,,,,,,,,,,
1306,อุทยานแห่งชาติ,แม่เมย,ตาก,ลานกางเต็นท์แม่เมย,17.481389,98.073611,ใช่,,,,,,,,,,,,,,,,,,
1307,อุทยานแห่งชาติ,แม่เมย,ตาก,ลานกางเต็นท์ม่อนครูบาใส,17.503889,98.055833,ใช่,,,,,,,,,,,,,,,,,,
1308,อุทยานแห่งชาติ,แม่เมย,ตาก,ลานกางเต็นท์ม่อนกิ่วลม,17.535556,98.071944,ใช่,,,,,,,,,,,,,,,,,,
1309,อุทยานแห่งชาติ,น้ำตกพาเจริญ,ตาก,น้ำตกพาเจริญ,16.5020573,98.7527391,ไม่ใช่,1-พ.ค.,15-มิ.ย.,ปิดประจำปีเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1310,อุทยานแห่งชาติ,น้ำตกพาเจริญ,ตาก,น้ำตกป่าหวาย,16.5748946,98.8336654,ใช่,,,,,,,,,,,,,,,,,,
1311,อุทยานแห่งชาติ,น้ำตกพาเจริญ,ตาก,บ่อน้ำร้อนห้วยน้ำนัก,16.4379733,98.6601661,ไม่ใช่,20-เม.ย.,30-มิ.ย.,ปิดประจำปีเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1312,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,น้ำตกสายรุ้ง,16.826423,99.638646,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1313,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,น้ำตกลำเกลียว,16.919237,99.672565,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1314,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,ยอดเขาหลวง,16.866556,99.675683,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1315,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,ผานารายณ์,16.837344,99.675255,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1316,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,16.878283,99.69236,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1317,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,ลานกางเต็นท์ยอดเขาหลวง,16.866618,99.675839,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1318,อุทยานแห่งชาติ,รามคำแหง,สุุโขทัย,ลานกางเต็นท์รามคำแหง,16.877301,99.692573,ไม่ใช่,1-มี.ค.,31-พ.ค.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
1319,อุทยานแห่งชาติ,ศรีสัชนาลัย,สุุโขทัย,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,17.552029,99.486253,ใช่,,,ปิดเพื่อฟื้นฟูทรัพยากร ปิดเพื่อความปลอดภัย,,,,,,,,,,,,,,,
1320,อุทยานแห่งชาติ,ศรีสัชนาลัย,สุุโขทัย,ลานกางเต็นท์ศรีสัชนาลัย,17.551769,99.485291,ใช่,,,เนื่องจากเป็นช่วงฤดูมรสุม,,,,,,,,,,,,,,,
1321,อุทยานแห่งชาติ,ศรีสัชนาลัย,แพร่,น้ำตกตาดเดือน,17.758769,99.46729,ไม่ใช่,1-ส.ค.,30-ก.ย.,,,,,,,,,,,,,,,,
1322,อุทยานแห่งชาติ,ศรีสัชนาลัย,สุุโขทัย,เส้นทางศึกษาธรรมชาติวิหคเวหาธารารินรำพัน,17.658501,99.491592,ไม่ใช่,1-ส.ค.,30-ก.ย.,,,,,,,,,,,,,,,,
1323,อุทยานแห่งชาติ,ศรีสัชนาลัย,สุุโขทัย,จุดชมวิว ผาแร่แลตะวัน,17.569799,99.482842,ไม่ใช่,1-ส.ค.,30-ก.ย.,,,,,,,,,,,,,,,,
1324,อุทยานแห่งชาติ,ศรีสัชนาลัย,สุุโขทัย,บ่อนกธาราวสันต์,17.54949,99.482195,ไม่ใช่,1-ส.ค.,30-ก.ย.,,,,,,,,,,,,,,,,
