ลำดับ,หน่วยงาน,ชื่อหน่วยงาน,จังหวัด,ชื่อแหล่งท่องเที่ยว,latitude,longitude,เปิดตลอดปี,วันที่เริ่มปิด,วันที่สิ้นสุดการปิด,สาเหตุการปิด,หมายเหตุ,,,,,,,,,,,,,,
682,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,น้ำตกตาดโตน,15.923935,102.040625,ใช่,,,,,,,,,,,,,,,,,,
683,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,น้ำตกผาเอียง,15.957038,101.897783,ใช่,,,,,,,,,,,,,,,,,,
684,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,น้ำตกตาดฟ้า,15.940794,102.097752,ใช่,,,,,,,,,,,,,,,,,,
685,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณริมธารตาดโตน,15.9807617,102.034006,ใช่,,,,,,,,,,,,,,,,,,
686,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,บ้านโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณใกล้น้ำตกตาดโตน,15.984152,102.040644,ใช่,,,,,,,,,,,,,,,,,,
687,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,บ้านโซนที่ 3 โซนที่ทำการอุทยานแห่งชาติ บริเวณริมเขา,15.983047,102.03897,ใช่,,,,,,,,,,,,,,,,,,
688,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,บ้านโซนที่ 4 โซนที่ทำการอุทยานแห่งชาติ บริเวณค่ายเยาวชน,15.984605,102.037249,ใช่,,,,,,,,,,,,,,,,,,
689,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,บ้านโซนที่ 5 โซนหน่วยพิทักษ์อุทยานแห่งชาติ (น้ำตกตาดฟ้า),15.945263,102.099675,ใช่,,,,,,,,,,,,,,,,,,
690,อุทยานแห่งชาติ,ตาดโตน,ชัยภูมิ,ลานกางเต็นท์ตาดโตน,15.984654,102.037971,ใช่,,,,,,,,,,,,,,,,,,
691,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,น้ำตกไทรทอง,15.881474,101.504128,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
692,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ทุ่งบัวสวรรค์,15.882407,101.455016,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
693,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ผาหำหด,15.897523,101.454014,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
694,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ผาพ่อเมือง,15.900766,101.455575,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
695,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,จุดชมทิวทัศน์เขาพังเหย,15.828859,101.427597,ใช่,,,,,,,,,,,,,,,,,,
696,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,15.871357,101.515034,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
697,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ลานกางเต็นท์ทุ่งบัวสวรรค์,15.88196,101.456187,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
698,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ลานกางเต็นท์ผาพ่อเมือง,15.900631,101.454733,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
699,อุทยานแห่งชาติ,ไทรทอง,ชัยภูมิ,ลานกางเต็นท์ไทรทอง,15.87475,101.509094,ไม่ใช่,1-ก.พ.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
700,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,ทุ่งดอกกระเจียว,15.642123,101.38739,ใช่,-,-,,,,,,,,,,,,,,,,
701,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,ลานหินงาม,15.632784,101.388885,ใช่,-,-,,,,,,,,,,,,,,,,
702,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,ผาสุดแผ่นดิน,15.646515,101.385604,ใช่,-,-,,,,,,,,,,,,,,,,
703,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,น้ำตกเทพพนา,15.647022,101.428254,ใช่,-,-,,,,,,,,,,,,,,,,
704,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,เขาพนมโดม,15.429446,101.400551,ใช่,-,-,,,,,,,,,,,,,,,,
705,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,ลานหินหน่อ,15.637494,101.392687,ใช่,-,-,,,,,,,,,,,,,,,,
706,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ บริเวณศูนย์บริการนักท่องเที่ยว,15.631453,101.394081,ใช่,-,-,,,,,,,,,,,,,,,,
707,อุทยานแห่งชาติ,ป่าหินงาม,ชัยภูมิ,บ้านโซนที่ 2 โซนบริการนักท่องเที่ยว,15.630927,101.393469,ใช่,-,-,,,,,,,,,,,,,,,,
708,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,จุดชมทิวทัศน์ภูแลนคา,16.000519,101.876832,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
709,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,ผากล้วยไม้,16.000556,101.875163,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
710,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,จุดชมทิวทัศน์หินประตูโขลง,15.989931,101.874316,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
711,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,หินปราสาท,15.995334,101.875699,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
712,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,ผาหัวนาค,16.057021,101.949594,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
713,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,น้ำตกพานทอง,15.95107,101.769777,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
714,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,15.9964,101.885017,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
715,อุทยานแห่งชาติ,ภูแลนคา,ชัยภูมิ,ลานกางเต็นท์ภูแลนคา,15.996619,101.888293,ไม่ใช่,1-มี.ค.,30-เม.ย.,ปิดประจำปี,,,,,,,,,,,,,,,
716,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผานกแอ่น,16.89295,101.80009,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
717,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผาหล่มสัก,16.85985,101.72654,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
718,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผาหมากดูก,16.865539,101.790143,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
719,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผาแดง,16.857609,101.748228,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
720,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผาเหยียบเมฆ,16.860534,101.765679,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
721,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผานาน้อย,16.86431,101.77908,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
722,อุทยานแห่งชาติ,ภูกระดึง,เลย,ผาจำศีล,16.864453,101.7847,ไม่ใช่,1-มิ.ย.,30 กันนายน,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
723,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกวังกวาง,16.892734,101.780982,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
724,อุทยานแห่งชาติ,ภูกระดึง,เลย,องค์พระพุทธเมตตา,16.88525,101.78214,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
725,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกเพ็ญพบใหม่,16.898167,101.774682,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
726,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกเพ็ญพบ,16.892375,101.773272,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
727,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกโผนพบ,16.89384,101.77481,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
728,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกถ้ำใหญ่,16.884853,101.77613,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
729,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกถ้ำสอเหนือ,16.878141,101.7434,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
730,อุทยานแห่งชาติ,ภูกระดึง,เลย,น้ำตกธารสวรรค์,16.883052,101.775523,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
731,อุทยานแห่งชาติ,ภูกระดึง,เลย,สระอโนดาต,16.876785,101.760161,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
732,อุทยานแห่งชาติ,ภูกระดึง,เพชรบูรณ์,น้ำตกตาดฮ้อง,16.803368,101.719412,ใช่,,,,,,,,,,,,,,,,,,
733,อุทยานแห่งชาติ,ภูกระดึง,เลย,สระแก้ว,16.87696,101.7792,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
734,อุทยานแห่งชาติ,ภูกระดึง,เลย,บ้านโซนที่ 1 โซนบนยอดภูกระดึง,16.886939,101.787826,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
735,อุทยานแห่งชาติ,ภูกระดึง,เลย,ลานกางเต็นท์ลานวังกวาง,16.887264,101.786678,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
736,อุทยานแห่งชาติ,ภูเรือ,เลย,น้ำตกห้วยไผ่,17.48003,101.33597,ไม่ใช่,1-พ.ย.,1-พ.ค.,,,,,,,,,,,,,,,,
737,อุทยานแห่งชาติ,ภูเรือ,เลย,น้ำตกห้วยเตย,17.50129,101.3324,ใช่,,,,,,,,,,,,,,,,,,
738,อุทยานแห่งชาติ,ภูเรือ,เลย,ลาดหินแตก,17.50197,101.33724,ใช่,,,,,,,,,,,,,,,,,,
739,อุทยานแห่งชาติ,ภูเรือ,เลย,ลาดเหมือดแอ,17.51268,101.34289,ใช่,,,,,,,,,,,,,,,,,,
740,อุทยานแห่งชาติ,ภูเรือ,เลย,สวนหินพาลี,17.49938,101.34068,ใช่,,,,,,,,,,,,,,,,,,
741,อุทยานแห่งชาติ,ภูเรือ,เลย,หินพานขันหมาก,17.50321,101.33761,ใช่,,,,,,,,,,,,,,,,,,
742,อุทยานแห่งชาติ,ภูเรือ,เลย,น้ำตกหินสามชั้น,17.49994,101.33604,ใช่,,,,,,,,,,,,,,,,,,
743,อุทยานแห่งชาติ,ภูเรือ,เลย,ลานกางเต็นท์ภูสน,17.5008,101.33825,ใช่,,,,,,,,,,,,,,,,,,
744,อุทยานแห่งชาติ,ภูเรือ,เลย,ซับหนองหิน,17.48148,101.35225,ใช่,,,,,,,,,,,,,,,,,,
745,อุทยานแห่งชาติ,ภูเรือ,เลย,จุดชมทิวทัศน์เดโช,17.48367,101.3555,ใช่,,,,,,,,,,,,,,,,,,
746,อุทยานแห่งชาติ,ภูเรือ,เลย,ผาโหล่นน้อย,17.50859,101.34832,ใช่,,,,,,,,,,,,,,,,,,
747,อุทยานแห่งชาติ,ภูเรือ,เลย,หินเต่า,17.50293,101.34994,ใช่,,,,,,,,,,,,,,,,,,
748,อุทยานแห่งชาติ,ภูเรือ,เลย,ยอดภูเรือ,17.51449,101.34501,ใช่,,,,,,,,,,,,,,,,,,
749,อุทยานแห่งชาติ,ภูเรือ,เลย,สระสวรรค์,17.51206,101.34176,ใช่,,,,,,,,,,,,,,,,,,
750,อุทยานแห่งชาติ,ภูเรือ,เลย,ผาหญ้าไผ่,17.51414,101.34252,ใช่,,,,,,,,,,,,,,,,,,
751,อุทยานแห่งชาติ,ภูเรือ,เลย,หินวัวนอน,17.50789,101.32746,ใช่,,,,,,,,,,,,,,,,,,
752,อุทยานแห่งชาติ,ภูเรือ,เลย,ลานสาวเอ้,17.49544,101.34516,ใช่,,,,,,,,,,,,,,,,,,
753,อุทยานแห่งชาติ,ภูเรือ,เลย,ผาซำทอง,17.49899,101.35319,ใช่,,,,,,,,,,,,,,,,,,
754,อุทยานแห่งชาติ,ภูเรือ,เลย,น้ำตกแก่งสุข,17.51021,101.26525,ใช่,,,,,,,,,,,,,,,,,,
755,อุทยานแห่งชาติ,ภูเรือ,เลย,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,17.48162,101.34976,ใช่,,,,,,,,,,,,,,,,,,
756,อุทยานแห่งชาติ,ภูเรือ,เลย,ลานกางเต็นท์ภูเรือ,17.48102,101.35056,ใช่,,,,,,,,,,,,,,,,,,
757,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,น้ำตกตาดฟ้า,16.790627,102.25917,ใช่,,,,,,,,,,,,,,,,,,
758,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,ผาชมตะวัน,16.78928,102.277138,ใช่,,,,,,,,,,,,,,,,,,
759,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,ต้นยางใหญ่,16.801982,102.244646,ใช่,,,,,,,,,,,,,,,,,,
760,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,ถ้ำฝ่ามือแดง,16.628129,102.214422,ใช่,,,,,,,,,,,,,,,,,,
761,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,หลุมขุดค้นไดโนเสาร์,16.680365,102.235423,ใช่,,,,,,,,,,,,,,,,,,
762,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,รอยตีนไดโนเสาร์ภูเวียง,16.772022,102.275874,ใช่,,,,,,,,,,,,,,,,,,
763,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,16.680734,102.236018,ใช่,,,,,,,,,,,,,,,,,,
764,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,บ้านโซนที่ 3 โซนน้ำตกตาดฟ้า,16.795624,102.257044,ใช่,,,,,,,,,,,,,,,,,,
765,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,ลานกางเต็นท์ตาดฟ้า,16.79438,102.257249,ใช่,,,,,,,,,,,,,,,,,,
766,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,ทุ่งใหญ่เสาอาราม,16.819894,102.242306,ใช่,,,,,,,,,,,,,,,,,,
767,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,น้ำตกวังสักสิ่ว,16.743073,102.27652,ใช่,,,,,,,,,,,,,,,,,,
768,อุทยานแห่งชาติ,ภูเวียง,ขอนแก่น,อุทยานไดโนเสาร์ศรีเวียงเฉลิมพระเกียรติครองราชย์ครบ 60 ปี,16.67783,102.340143,ใช่,,,,,,,,,,,,,,,,,,
769,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,น้ำตกตาดฟ้า,16.737594,101.8041,ไม่ใช่,1-ม.ค.,30-เม.ย.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
770,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,น้ำตกตาดใหญ่,16.718946,101.781402,ไม่ใช่,1-ม.ค.,30-เม.ย.,ปิดเพื่อฟื้นฟูทรัพยากร,,,,,,,,,,,,,,,
771,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,ถ้ำค้างคาว,16.666878,101.895048,ใช่,,,,,,,,,,,,,,,,,,
772,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,ถ้ำพญานาคราช,16.814073,101.956853,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อความปลอดภัยเนื่องเป็นช่วงมรสุม,,,,,,,,,,,,,,,
773,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,ถ้ำลายแทง,16.819679,101.949431,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อความปลอดภัยเนื่องเป็นช่วงมรสุม,,,,,,,,,,,,,,,
774,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,น้ำตกพลาญทอง,16.757166,101.956422,ใช่,,,,,,,,,,,,,,,,,,
775,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,ถ้ำเกล็ดแก้ว,16.814073,101.956853,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อความปลอดภัยเนื่องเป็นช่วงมรสุม,,,,,,,,,,,,,,,
776,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,16.7582763,101.9684539,ใช่,,,,,,,,,,,,,,,,,,
777,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,บ้านโซนที่ 2 โซนที่ทำการอุทยานแห่งชาติ บริเวณริมสระน้ำ,16.755871,101.9697643,ใช่,,,,,,,,,,,,,,,,,,
778,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,บ้านโซนที่ 3 โซนที่ทำการอุทยานแห่งชาติ บริเวณแคมป์ไฟ,16.7581828,101.9689904,ใช่,,,,,,,,,,,,,,,,,,
779,อุทยานแห่งชาติ,ภูผาม่าน,ขอนแก่น,ลานกางเต็นท์ภูผาม่าน,16.756941,101.968312,ใช่,,,,,,,,,,,,,,,,,,
780,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,จุดชมทิวทัศน์หินช้างสี,16.652774,102.608578,ใช่,,,,,,,,,,,,,,,,,,
781,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,ผาเสียว,16.6671056,102.6253552,ใช่,,,,,,,,,,,,,,,,,,
782,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,อ่างเก็บน้ำเขื่อนอุบลรัตน์,16.658435,102.564418,ใช่,,,,,,,,,,,,,,,,,,
783,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,พลาญชาด,16.657918,102.649067,ไม่ใช่,,,ไม่เปิดการท่องเที่ยว,,,,,,,,,,,,,,,
784,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,หินก้อนทั่ง,16.639332,102.59402,ไม่ใช่,,,ไม่เปิดการท่องเที่ยว,,,,,,,,,,,,,,,
785,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,คำโพน,16.6348391,102.5868229,ไม่ใช่,,,ไม่เปิดการท่องเที่ยว,,,,,,,,,,,,,,,
786,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,น้ำตกห้วยเข,16.328242,102.467544,ไม่ใช่,1-ธ.ค.,31-ก.ค.,ฤดูร้อนไม่มีน้ำ,,,,,,,,,,,,,,,
787,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,ผาจันได,16.338441,102.446618,ไม่ใช่,,,ไม่เปิดการท่องเที่ยว,,,,,,,,,,,,,,,
788,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,ผาฝ่ามือแดง,16.338441,102.446618,ใช่,,,,,,,,,,,,,,,,,,
789,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,16.625555,102.570572,ใช่,,,,,,,,,,,,,,,,,,
790,อุทยานแห่งชาติ,น้ำพอง,ขอนแก่น,ลานกางเต็นท์น้ำพอง,16.625044,102.568704,ใช่,,,,,,,,,,,,,,,,,,
791,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกตาดเหือง,17.56356,100.991905,ใช่,,,,,,,,,,,,,,,,,,
792,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกผาค้อ,17.55754,100.998709,ใช่,,,,,,,,,,,,,,,,,,
793,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกคิ้ง,17.47501,100.976743,ใช่,,,,,,,,,,,,,,,,,,
794,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกวังตาด,17.47835,100.960284,ใช่,,,,,,,,,,,,,,,,,,
795,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกช้างตก,17.47854,100.971401,ใช่,,,,,,,,,,,,,,,,,,
796,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ภูหัวฮ่อม,17.52559,101.010935,ใช่,,,,,,,,,,,,,,,,,,
797,อุทยานแห่งชาติ,ภูสวนทราย,เลย,เนิน 1408 (ตก.2),17.53139,100.967539,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
798,อุทยานแห่งชาติ,ภูสวนทราย,เลย,เนิน 1255 (ตก.1),17.53602,100.955093,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
799,อุทยานแห่งชาติ,ภูสวนทราย,เลย,แย้งตากแดด,17.52168,100.964441,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
800,อุทยานแห่งชาติ,ภูสวนทราย,เลย,หินก่วยหล่อ,17.5047,100.953947,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
801,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ตาดเสือ,17.50244,100.947399,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
802,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ถ้ำเกีย,17.50196,100.946236,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
803,อุทยานแห่งชาติ,ภูสวนทราย,เลย,หินสี่ทิศ,17.49371,100.952719,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
804,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ก่องเบิก,17.49502,100.957469,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
805,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ตาดเลียงผา,17.50041,100.947744,ไม่ใช่,1-มิ.ย.,30-ก.ย.,ปิดเพื่อพื้นฟูทรัพยากรธรรมชาติ,,,,,,,,,,,,,,,
806,อุทยานแห่งชาติ,ภูสวนทราย,เลย,น้ำตกตาดภา,17.50187,100.975574,ใช่,,,,,,,,,,,,,,,,,,
807,อุทยานแห่งชาติ,ภูสวนทราย,เลย,บ้านโซนที่ 1 โซนที่ทำการอุทยานแห่งชาติ,17.50533,100.939275,ใช่,,,,,,,,,,,,,,,,,,
808,อุทยานแห่งชาติ,ภูสวนทราย,เลย,บ้านโซนที่ 2 โซนหน่วยพิทักษ์อุทยานแห่งชาติ (ภูหัวฮ่อม),17.52612,101.010282,ใช่,,,,,,,,,,,,,,,,,,
809,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ลานกางเต็นท์ภูสวนทราย,17.50395,100.939637,ใช่,,,,,,,,,,,,,,,,,,
810,อุทยานแห่งชาติ,ภูสวนทราย,เลย,ลานกางเต็นท์ภูหัวฮ่อม,17.52554,101.01004,ใช่,,,,,,,,,,,,,,,,,,
811,วนอุทยาน,โกสัมพี,มหาสารคาม,วนอุทยานโกสัมพี,16.259517,103.067619,ไม่ใช่,1-ก.ย.,30-พ.ย.,เป็นช่วงฤดูมรสุมเพื่อความปลอดภัยของนักท่องเที่ยว,,,,,,,,,,,,,,,
812,วนอุทยาน,ชีหลง,มหาสารคาม,วนอุทยานชีหลง,16.226385,103.28149,ไม่ใช่,1-ก.ย.,31-ต.ค.,เนื่องจากเป็นฤดูฝนน้ำหลากเข้าท่วมพื้นที่อาจเสี่ยงและเป็นอันตรายกับนักท่องเที่ยว,,,,,,,,,,,,,,,
813,วนอุทยาน,ถ้ำแสงธรรมพรหมมาวาส,เลย,ถ้ำแสง,17.865877,101.843385,ใช่,,,,,,,,,,,,,,,,,,
814,วนอุทยาน,ถ้ำแสงธรรมพรหมมาวาส,เลย,ถ้ำผาจันได,17.881647,101.849256,ใช่,,,,,,,,,,,,,,,,,,
815,วนอุทยาน,น้ำตกตาดสูง (ภูผาวัว),กาฬสินธุ์,น้ำตกตาดสูง,16.53374,104.19026,ใช่,,,,,,,,,,,,,,,,,,
816,วนอุทยาน,น้ำตกบ๋าหลวง,ขอนแก่น,น้ำตกบ๋าหลวง,16.88969,103.08693,ใช่,,,,,,,,,,,,,,,,,,
817,วนอุทยาน,น้ำตกห้วยเลา,เลย,น้ำตกห้วยเลา,17.06621,101.709358,ใช่,,,,,,,,,,,,,,,,,,
818,วนอุทยาน,ผางาม,เลย,สวนหินผางาม,17.054313,101.749079,ใช่,,,,,,,,,,,,,,,,,,
819,วนอุทยาน,ผางาม,เลย,สวนสวรรค์,17.057967,101.761511,ใช่,,,,,,,,,,,,,,,,,,
820,วนอุทยาน,ผางาม,เลย,ถ้ำโพธิสัตว์,17.089287,101.780926,ใช่,,,,,,,,,,,,,,,,,,
821,วนอุทยาน,ภูบ่อบิด,เลย,จุดชมวิวยอดภูบ่อบิด,17.4887,101.7529,ใช่,,,,,,,,,,,,,,,,,,
