park_name,park_status_final,month,park_status_key,total_attractions,open_attractions,closed_attractions,unknown_attractions,known_attractions,availability_pct,unknown_pct,availability_data_status
ขุนแจ,ขุนแจ,12,ขุนแจ,7.0,7.0,0.0,0.0,7.0,100.0,0.0,Known
คลองพนม,คลองพนม,1,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองพนม,คลองพนม,2,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองพนม,คลองพนม,3,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองพนม,คลองพนม,4,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองพนม,คลองพนม,5,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,6,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,7,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,8,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,9,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,10,คลองพนม,10.0,6.0,1.0,3.0,7.0,85.71428571428571,30.0,Known
คลองพนม,คลองพนม,11,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองพนม,คลองพนม,12,คลองพนม,10.0,7.0,0.0,3.0,7.0,100.0,30.0,Known
คลองลาน,คลองลาน,1,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,2,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,3,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,4,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,5,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,6,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,7,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,8,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,9,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,10,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
คลองลาน,คลองลาน,11,คลองลาน,10.0,10.0,0.0,0.0,10.0,100.0,0.0,Known
